20061127221149AAqOywO,Answered,is it possible to get the stomach flu from the gym???, ,11/27/06 22:11,1164665509,http://answers.yahoo.com/question/?qid=20061127221149AAqOywO,396545386,Infectious Diseases,396545018,Health,17943d4ec71dc654eed2c6a1927bd54faa,6,AA11388527,1164805103
20071013193744AASNO36,Answered,Drinking while taking citalopram?,"I just got prescribed citalopram (40mg) and usually about two nights a week I go out and get wasted. I know they say you shouldn't drink while taking this, but I look forward to hitting the bars all week long. Even if I don't drink a lot, I'd like to be able to have at least six or seven beers and a couple of shots. I was talking to some guy at a party one time who said he was on zoloft and whenever he knew he was going out for a big night of drinking he just didn't take his meds that day. So I'm thinking that's what I'll try. I've gone without this stuff for a while now so if I miss a day or two I don't think it'll be a problem, but I just wanted to see what you guys think would be the best idea. ",10/13/07 19:37,1192304264,http://answers.yahoo.com/question/?qid=20071013193744AASNO36,396545391,Other - Diseases,396545018,Health,AA10817989,4,0494d957cdc898138da2648f6185a57eaa,1192322921
20090406090537AA84khO,Answered,Broken Blood Vessel In Eye?,"Yesterday I went swimming with my family.  I was playing a game with my oldest son to see who could hold their breath underwater the longest....he won of course.  Anyhow, when I got out of the pool, my husband noticed that my one eye was blood red on the left side of the pupil in the right eye.  Today it's still the same and looks awful...but no pain, tearing or loss of vision.   Should I be concerned or will this go away on it's own?  Thanks!!!! ",4/6/09 9:05,1239008737,http://answers.yahoo.com/question/?qid=20090406090537AA84khO,2115500199,Optical,396545018,Health,fa49fc3460e0c0dfb37b6cda6aa1dd56aa,2,4xuhABfvaa,1239557576
20081007122521AAkSboV,Answered,I want smaller thighs fast! Will jump roping help?,"Dont say 'you cant spot reduce', cause I already know. But will jump roping help me make my thighs SMALLER quickly? Id jump for like 1/2 hour a day. Any other INDOOR thigh shrinking exersizes?  Tks, :]. ",10/7/08 12:25,1223382321,http://answers.yahoo.com/question/?qid=20081007122521AAkSboV,396545382,Diet & Fitness,396545018,Health,kfbLTp6qaa,1,n6z5ELhKaa,1223483444
20080417153555AALBqWg,Answered,how much weight did you lose from DDR?,"Just curious to know. I am trying to lose weight, and I have a lot to lose. I also do belly dancing and take a few walks per week to add to DDR. ",4/17/08 15:35,1208446555,http://answers.yahoo.com/question/?qid=20080417153555AALBqWg,396545382,Diet & Fitness,396545018,Health,lz8PuKuCaa,2,18c9a8c88181eb45ee14e59dd89c65c6aa,1208464445
20110223063923AADmGo9,Answered,My long term foot problem?,"I have a bad foot and i've had it for about 4 years I went to the doctor twice got a x-ray I got this done like 7 months ago they said if it's still bothering me in 6-9 months to come back. What should I do go back or see if it gets better? Should I ask my parents if I can go back to the doctor? It's so painful that i'm kind of limping. I have this cooling wrap that my dad bought me to wear for 30 minutes a day. I feel like crying. I want to ask my parents to go back but, I really don't know what to do... Should I ask my mom to make an appointment? ",2/23/11 6:39,1298443164,http://answers.yahoo.com/question/?qid=20110223063923AADmGo9,396546499,Injuries,396545018,Health,hfSPrQk0aa,2,OEeMBRedaa,1298452584
20081031104204AAVgbHW,Answered,How many calories should I be eating with this exercise plan?,"Monday- 2 hours yoga Tuesday- 1 hour cardio Wednesday- Strength circuit training (weights) Thursday- 2 hours yoga Friday- 1 hour cardio Saturday- Weights Sunday- Rest (possible bike ride or walk with family)  In addition, I'm 17, I do 30 minutes of yoga in the morning every day just to stretch. I'm female 5'2 103 pounds. I'm not trying to lose weight, just tone up to build muscle and become more athletic. I'm homeschooled, so I'm not as active as a student on a campus would be during the rest of the day. ",10/31/08 10:42,1225449724,http://answers.yahoo.com/question/?qid=20081031104204AAVgbHW,396545382,Diet & Fitness,396545018,Health,8RiufGhVaa,4,03g0WSvZaa,1225969428
20110228145309AAaFA2I,Answered,Do you like to eat? :)?, ,2/28/11 14:53,1298904789,http://answers.yahoo.com/question/?qid=20110228145309AAaFA2I,396545382,Diet & Fitness,396545018,Health,AA10838104,3,qbE0FnXdaa,1298988525
20080204212735AAMAuIu,Answered,yay!!!!!!!!!!!?,"someone messed up the computer systems at work and now I get to stay for another 3 hours! why am I not upset about this? i work at a hospital, lots and lots of people. anyone couldda done it... ",2/4/08 21:27,1202160455,http://answers.yahoo.com/question/?qid=20080204212735AAMAuIu,396546043,Mental Health,396545018,Health,31ikgFaCaa,4,ecblsdU5aa,1202292182
20111214162026AA7rwat,Answered,How long should my eyes stay dilated after an eye exam?,"Around two or three hours ago, my eye doctor dilated my eyes and they are still dilated right now. I was just wondering how long my eyes should be dilated for. I have no idea what eye drops she put in my eyes, but it was only one drop in each eye, if that helps at all. Thank you. ",12/14/11 16:20,1323879626,http://answers.yahoo.com/question/?qid=20111214162026AA7rwat,2115500199,Optical,396545018,Health,nVoB4LD4aa,1,f910c559eb9f6131152c68edb15684ceaa,1323890426
20080117005257AA8oAD3,Answered,can a clean colon boost one's metabolism?, ,1/17/08 0:52,1200531177,http://answers.yahoo.com/question/?qid=20080117005257AA8oAD3,396545382,Diet & Fitness,396545018,Health,mGd6Czuoaa,3,765b08c9616961f5568dcd5174c1087baa,1307095356
20080727210213AAINgz5,Answered,cure for poison ivy? please answer?,"i have some poison ivy for a while, its kinda bad, i have tried some over the counter creams but they dont seem to be working too good, i dont know if i should go to the doctor or not,  anyone have any ideas? ",7/27/08 21:02,1217192533,http://answers.yahoo.com/question/?qid=20080727210213AAINgz5,396545389,Skin Conditions,396545018,Health,AA11645213,6,2805c250ba013ac4e6a04ede2b88a221aa,1217712176
20090914125417AAgBqmT,Answered,I HAVE A SUPER fast metabolism !?,i burn everything off so fast what can i do to gain weight i need pointers i hate my shape and am consideing steroids ,9/14/09 12:54,1252932857,http://answers.yahoo.com/question/?qid=20090914125417AAgBqmT,396545382,Diet & Fitness,396545018,Health,xs9L4eGpaa,3,eekwpTMRaa,1253018767
20080929232715AAcVwMN,Answered,causes of temporary blindness... ? (research)?,"I did some  google  research on temporary blindness, I only found info on causes that were related directly to clots / emboli / thickening of the blood... I was looking for something more general like a blow to the head to cause temporary blindness... something that may or may not clear up in time. Like a very hard blow to a certain part of the head (and therefore brain)... sort of like when you get amnesia from head trauma. Or perhaps trauma to the eyes themselves.  So does anyone know anything about temporary blindness (I mean not being able to see at all or well enough to walk without bumping into objects), due to trauma ? ",9/29/08 23:27,1222730835,http://answers.yahoo.com/question/?qid=20080929232715AAcVwMN,2115500199,Optical,396545018,Health,22xRbYPZaa,4,u17FuCiGaa,1222824193
20110827151400AAIrNca,Answered,Do peaches cause any type of organ failure?, ,8/27/11 15:14,1314458040,http://answers.yahoo.com/question/?qid=20110827151400AAIrNca,396545393,Other - Health,396545018,Health,ttkESOPtaa,3,GP8t8AkZaa,1314516691
20081005170503AABMdoF,Answered,How can i make myself feel better?,I've been feeling crap and lonely for a long time. I mean i just can't be bothered to keep in contact with people because none of them ever bother to get in touch with me. I've just lost hope. I just feel as though No-one can be bothered with me and no-one gives a sh8t. No matter how much i text get in touch with people no-one will ever like me enough to hang around or even get in touch with me without me having to call 1st. I spend a lot of time alone. To top that off i've never been in a proper relationship before and i'm always poor.  Everyone i meet just ends up hurting me and doesn't want to know me. I don't know what to do with my life anymore. It makes me wonder whether i'll be lonely for the rest of my life and wonder why do i bother even living when life will always be sh8t.  ,10/5/08 17:05,1223226303,http://answers.yahoo.com/question/?qid=20081005170503AABMdoF,396546043,Mental Health,396545018,Health,lyDzjMfcaa,14,UDW9ZiLAaa,1298537009
20090917210945AA9O4Tw,Answered,"If you use tampons, has your  cherry been popped?",What I already said... STOP CALLING ME UNEDUCATED I GO TO ONE OF THE MSOT PRESTIGIOUS PRIVATE SCHOOLS IN THE COUNTRY. THEY TOLD US THAT TAMPONS CAUSE YOUR HYMEN TO BREAK BUT I WANTED TO MAKE SURE and i dont just think my school is one of the top schools it actually is ...like it really is. ,9/17/09 21:09,1253221785,http://answers.yahoo.com/question/?qid=20090917210945AA9O4Tw,396545203,Women's Health,396545018,Health,k3OKanpVaa,17,Rq2BZ2Zeaa,1253741048
20080214101342AApexwP,Answered,What Type of Dr. treats patients with adult  ADD?,What type of Dr. should you see if you want to be treated for the disorder Add?  Serious answers only please. ,2/14/08 10:13,1202984022,http://answers.yahoo.com/question/?qid=20080214101342AApexwP,396545391,Other - Diseases,396545018,Health,EPYTZyYgaa,4,q8CWioW1aa,1204196533
20090706081516AAbeoSe,Answered,good book suggestions memoir style preferred. about?,"Bipolar Borderline Pd Eating disorders ?  ones Ive already read include. Girl interrupted -Susana Kaysen, Manic - cant recall the author, Insatiable and Ravenous -Eve Elliot, Wasted -Myra Hornbacker, Anorexia-Katie Metcafe, and unrelated but still really good and would read books like it Go Ask Alice- anonymous. ",7/6/09 8:15,1246868116,http://answers.yahoo.com/question/?qid=20090706081516AAbeoSe,396546043,Mental Health,396545018,Health,TdqeC0vmaa,2,W9RV2biwaa,1248299132
20091118174551AATwhY0,Answered,Does anyone know of some really good lotion?,"I usually use Lubriderm(smells like flowers yuck! it makes my nose itch) or Palmer's Coca Butter(It's too thick for everyday use). I'm looking for a new and better daytime and night time lotion (I know they will be separate, daytime lotion is lighter and night time is usually heavier). I have olive toned, naturally oily skin. I would prefer something that's unscented or clean scented like vanilla or mint, not something that smells like flowers or lavender, it really bothers my allergies. I can't use dove lotion because it gives me a rash.  Any ideas? Haha I know I don't give you much to work with, my skin's very sensitive and I'm horribly frustrated with my search for a lotion I like.  Thanks for your help and time. ",11/18/09 17:45,1258566351,http://answers.yahoo.com/question/?qid=20091118174551AATwhY0,396545389,Skin Conditions,396545018,Health,xrymxccqaa,3,D4P2oVA1aa,1258721323
20091220205835AASOiEA,Answered,How can I stop binging?,"I eat really healthy, then at night I go downstairs and I literally just pig out. Today, I had a bun with peanut butter and jam, some nuts, and a few Cheetos. I also eat it very fast, after I consume all of that, I feel so mad and guilty. How can I stop binging?  By the way I did work out today I burnt 480 calories. ",12/20/09 20:58,1261342715,http://answers.yahoo.com/question/?qid=20091220205835AASOiEA,396545382,Diet & Fitness,396545018,Health,tjLSu4U0aa,2,ce9pMwKMaa,1261430903
20110908151312AAQ4Mjg,Answered,"Wisdom teeth pulled just a few minutes ago: After the medication wears down, is the pain going to kick in ?","I'm numb right now, but the dentist told me I'm going to need 400mg of Ibuprofen.  How was your experience?  I want to sleep tonight. The reason why they didn't put me down, because they knew I was driving.  ",9/8/11 15:13,1315494792,http://answers.yahoo.com/question/?qid=20110908151312AAQ4Mjg,396545381,Dental,396545018,Health,T0sI4eSRaa,3,j8Ri1mKJaa,1315642316
20100329125836AAYVV3i,Answered,"microwaving food, bad for your health?","A number of people are telling me that microwaving your food actually destroys the nutrition it holds...  there are articles for the argument and against. im not sure what to believe, anyone have any evidence? ",3/29/10 12:58,1269867516,http://answers.yahoo.com/question/?qid=20100329125836AAYVV3i,396545393,Other - Health,396545018,Health,biUmHwmSaa,1,fxDQqDjzaa,1270386988
20061018150416AA2eWUH,Answered,How can i keep my mind off of eating when bored?,"I always eat when im bored ive tried chewing gun, going running and everything else i can think of. Any suggestions? ",10/18/06 15:04,1161183856,http://answers.yahoo.com/question/?qid=20061018150416AA2eWUH,396545382,Diet & Fitness,396545018,Health,AA12397155,8,a63f083770967b0a340cb57d141bec17aa,1172307135
20120531180522AA1zxu1,Answered,Do I have another viral eye infection?,"A little over 2 months ago, my eyes were super sensitive to light, were burning, continuously watering, and always sometimes had pink tints. I found out at the optometry that I had a viral eye infection and were given steroid drops.  Now, every now and then, my eyes would get the same symptoms but only lasts a day or two. I normally wear contacts, but on those days, my eyes would burn if I try to put them in so I would stick to glasses. Is this a viral infection?  I know I need to see a doctor, but I've been very busy with classes and work, but I just want to have an idea of what is wrong with my eyes... Thanks in advance. ",5/31/12 18:05,1338487523,http://answers.yahoo.com/question/?qid=20120531180522AA1zxu1,2115500199,Optical,396545018,Health,mO1s4pMgaa,1,6KLWwqKQaa,1350598327
20131103150941AAXUDnF,Voting,Should I see a gynecologist for precancerous cells?,"I've had precancerous cells on my cervix from HPV for about a year or year and a half. I get a coloscopy & biopsy every six months, my primary care doctor does the procedure but she's just a general practitioner, not a gynecologist. She never really tells me what's going on with my cervix, just tells me to come back and do it again in six months, although I'm guessing I have low grade lesions and she just wants to monitor them? I'm going to ask her next time and I'm also thinking of asking her if I can see a gynecologist for this. I'm paranoid that I'm going to get cervical cancer and will have to have a hysterectomy.. I'm reading that it can cause nerve damage and ruin your sex life, although it doesn't seem very common, I'm still scared.  Should I ask her if I can a gynecologist? Also has anyone ever had a hysterectomy? If so how did it effect your sex life? ",11/3/13 15:09,1383491382,http://answers.yahoo.com/question/?qid=20131103150941AAXUDnF,396545116,Cancer,396545018,Health,h5l0KG8raa,4,,0
20140102095429AA6eVie,Answered,"I pooped out a dismembered thin clear thing, i think it was a tapeworm?","It obviously has died and is out of my system, but should i do anything? ",1/2/14 9:54,1388656469,http://answers.yahoo.com/question/?qid=20140102095429AA6eVie,396545386,Infectious Diseases,396545018,Health,axRxOmGhaa,2,ovEK1kgyaa,1389175950
20080220203320AAkFyFk,Answered,chew and spit?,"i do this.. alot not like just junk food that i like bring to my room like EVERYTHING tonight my mom told me to eat my dinner, (this was after tennis so i wasnt like sitting down and eating with them, i was jsut supposed to do it on my own) i brough my sandwich to my bathroom with a cup and c&s it all. im so terrified that any item of anything is gonna make me fat. like i put a chip in my mouth and im going to swallow it and then i get so scared and run to the bathroom to spit it out before i swallow it. does anyone else have this problem, is it a problem? or normal? or is it a disorder, or what? im so confused ",2/20/08 20:33,1203539600,http://answers.yahoo.com/question/?qid=20080220203320AAkFyFk,396545382,Diet & Fitness,396545018,Health,YKIDpV8caa,3,i9YNS5jcaa,1203692441
20090802151545AAd71it,Answered,am i doing everything i can to get rid of my acne?,"So far i am washing my face every morning when i wake up and before back, i also exfoliate once a week, and after i exfoliate i apply toner. Is there anything else i can? sory before i go to bed not before back. ",8/2/09 15:15,1249226145,http://answers.yahoo.com/question/?qid=20090802151545AAd71it,396545389,Skin Conditions,396545018,Health,e7WQwGRDaa,2,7TUQj6rUaa,1249253501
20081110141622AAchDtt,Answered,"How much weight could I lose, if I do this until December? I'm fourteen and want to loose 12 lbs...?","And I‰Ûªm a girl and 5'4'' - 5'5''. I want to lose as much weight as I can by the end of December. Could I lose about 12 pounds by around Christmas time?  How much can I lose (without too much struggle) by then? I dance for 1 hour 15 minutes 3 times a week. I will go running for 20 minutes in the morning 2-3 times a week. I will do 20 minutes of cardio after school 3 times a week. And I am willing to go no lower the 1200 calories a day. I am I vegetarian, and I will be cutting out all refined sugars, white carbs, high sodium/ fat/ calorie foods, and I will eat about 5 small meals a day. How much will I lose by then? It‰Ûªs really important to me to do this! Please help! Thanks,  ~Kay Ps. Oh and what can I reward myself with and how frequently should I? I don‰Ûªt really have allot of money and food rewards have proved a bad idea in the past...  ",11/10/08 14:16,1226326582,http://answers.yahoo.com/question/?qid=20081110141622AAchDtt,396545382,Diet & Fitness,396545018,Health,yEcsZKUxaa,2,MF9YknDYaa,1228114373
20090218131750AABP5a2,Answered,how much weight would this have made me gain?!?,"okay so i'm like trying to eat healthier, failing miserably, well i did  well the first week, i lost 3.6lbs eating no more than 1,500 cals,  but tonight me and a mate binged and i ate 3,500 in one day :|    how much weight would i have gained from this D: im so p!ssed off with myselff i dont know what to do, i hatee myself for doing this to myself again  im 16, 5ft7 and like 135lbs   im trying to get to 110  and i know i cant by eating like that i get atleast 30 minutes exercise a day  please help me like something to curb cravings and get more intensity workout  a workout plan or something?  really appreciate it  thanks  xo ohh im planning on like eating 1,000 cals for the rest of the week to like counteract it then go back to any below 1,500 would that help? my metabolism is fuc!ked from where i used to starve myself or overeat then starve myself etc :[ ",2/18/09 13:17,1234963070,http://answers.yahoo.com/question/?qid=20090218131750AABP5a2,396545382,Diet & Fitness,396545018,Health,tERrqwzaaa,2,dUj7rP2haa,1235120714
20100118173836AAIhbMW,Answered,what's wrong with me?,"i hate looking in the mirror. i hate being complimented because i know they're lying. i hate choosing what to wear in the morning because it all looks bad on me. i hate spending time with people i care about unless i look 100% perfect or as perfect as someone like me can look, but i hate being alone so i'm always with a friend. i can't stand being criticized at all because i see that as them taking it easy on me when what they're really thinking is much worse. i want more than anything to not feel like this. i can't be myself around people unless i've known them for a long time or i'm with someone i've known for a long time. with my close friends, i'm crazy, and don't worry. i can't open up to people and when i try to, my mind starts racing and goes blank. i can't explain how i feel to anyone out loud. i can't look people in the eyes for very long without feeling uncomfortable. in a relationship, i'm scared of being judged and don't ever make the first move and keep my emotions to myself. i feel even worse because i don't have much of a reason to feel this way. i wasn't bullied. my childhood has been pretty trauma free in my opinion, compared to others. my parents got divorced when i was 7 and i moved with my mom. we moved in with her boyfriend in his crappy little house and i had to wear the same thing to school for a week and got made fun of, but then my dad flew there and brought me back to live with him. a few months later, her ex (who was kind of like a temporary father to me even though he was a total loser) killed himself and my mom found him and has to be hospitalized because it put her into a bad depression (she's bipolar). i found out recently that she had tried to kill herself a little bit before all of that, and has tried to 3 other times. i visit her monthly though and she's not in the hospital anymore. i don't know what else to put into this. i just want to feel better. i just want to be able to look in the mirror and feel pretty. i get told i'm pretty alot, but i can't believe it. i try so hard to. i'm 14 years old, if that makes any difference. i feel like i can't do anything right without disapointing someone. i put alot of thought into this and would really appreciate some actually helpful answers.thanks. ",1/18/10 17:38,1263836316,http://answers.yahoo.com/question/?qid=20100118173836AAIhbMW,396546043,Mental Health,396545018,Health,x1rxC4ZZaa,2,847b95e2348ef073baf7473078796f9baa,1264355768
20100927152321AALxMEr,Answered,What is macular degeneration?, ,9/27/10 15:23,1285601001,http://answers.yahoo.com/question/?qid=20100927152321AALxMEr,396545391,Other - Diseases,396545018,Health,q5rhrF6saa,2,AA10517100,1290342752
20071026214101AA3TUTa,Answered,How much weight could I expect to lose if I exercise everyday for one hour and half?,"Combination of Weight lifting, and Cardio.  I am eating healthier, and drinking more water.  I don't drink soda pop, and no sweets. ",10/26/07 21:41,1193434861,http://answers.yahoo.com/question/?qid=20071026214101AA3TUTa,396545382,Diet & Fitness,396545018,Health,4bf562ccbf266e504b30ac04a5e0a34aaa,4,epfNWz2Xaa,1193556902
20090309031336AA5JTfO,Answered,do you want a weight loss partner?,"i need someone who's a hardcore motivator! basically, we'd send emails every day saying what we ate, how many calories, what exercise we did, goals, and tips, etc  anyone want to? pissu could you go to my profile and email me so i can give you my actual email address? i dont want to make my email public and get a bunch of weird mail ",3/9/09 3:13,1236568416,http://answers.yahoo.com/question/?qid=20090309031336AA5JTfO,396545382,Diet & Fitness,396545018,Health,7swefA6Paa,3,sAV1j0KGaa,1236728686
20081025181128AAlGyb4,Answered,how do i loose 10lbs by christmas?,"so im 14 as of right now, i weigh 103 and i want to get into the low 90s by christmas. I work out and eat healthy, but im just not seeing a difference. If you have any tips or advice pleasse tell me, Ive been pretty messed up for a while now and am pretty sure that anything you tell me wont be over the top. Helpp!!!!  okay this was a pointless question.....i know all there is to know about weight loss and diets, soo all your recemending i already know, do or tried.....leah shut the hell up! ",10/25/08 18:11,1224958288,http://answers.yahoo.com/question/?qid=20081025181128AAlGyb4,396545382,Diet & Fitness,396545018,Health,BgQvmZYzaa,4,QP04YxDLaa,1225200026
20090208233806AAZSyPM,Answered,i just read that you can die from a ruptured stomach!?,"oh my god, is this true? im so scared....ive been struggling to get over bulimia for almost a year, i hate it so much.  but is this true? i dont want to die while im trying to save myself no i dont think i have a ruptured stomach. i was just wondering if i keep purging will i possibly rupture my stomach? ",2/8/09 23:38,1234136286,http://answers.yahoo.com/question/?qid=20090208233806AAZSyPM,396545393,Other - Health,396545018,Health,7swefA6Paa,3,0FQbkesxaa,1234178057
20091112174202AAdIoEO,Answered,do i look unhealthily skinny? pics?,"im on the lean side with some muscle,  do you think i look like im at a good weight in the picture? i do not gain weight easily  i was recently sick so i lost a bit of weight since this pic was taken  im around 5-8 and 123 ish pounds im 18 years old http://www.flickr.com/photos/43776405@N04/ i actually have gotten a little bit thinner since this photo was taken but i dont think im unhealthy by the way this is a completely different question than the one i asked yesturday, all of those who want to poin that out and none of this acai berry bullshit does anyone find skinny boys attractive ",11/12/09 17:42,1258047722,http://answers.yahoo.com/question/?qid=20091112174202AAdIoEO,396545382,Diet & Fitness,396545018,Health,AA11645213,13,vYPWEEYgaa,1258130483
20090227232345AAYtAa1,Answered,I keep grinding my teeth?,is this caused by stress?  it's been like half a year since i last grinded my teeth and that time esta no bueno por mi.  just wondering ,2/27/09 23:23,1235777025,http://answers.yahoo.com/question/?qid=20090227232345AAYtAa1,396545381,Dental,396545018,Health,qNKK4hLDaa,10,cuIX13BKaa,1235811590
20090707225343AASwmnU,Answered,Hair loss after gastric bypass?,Is there any way to avoid or reverse hairl loss after gastric bypass surgery? Any experiences or advice is welcome. ,7/7/09 22:53,1247007223,http://answers.yahoo.com/question/?qid=20090707225343AASwmnU,396545382,Diet & Fitness,396545018,Health,ehtXVKyVaa,1,yfd0acf3aa,1247130483
20070321075015AAnmdXD,Answered,what will happen if Arthralgia occur and i don't bother to cure it?,I think i got Arthralgia (pain in joint with no sign of swelling) because i am taking Cabimazole(5mg) to diagnose Thyroid(T4)...i have been asking why my joints and bones were pain and the doctors don't care about it......what will happen if i diagnose it..?? will my bone easy to get fracture?? ,3/21/07 7:50,1174463415,http://answers.yahoo.com/question/?qid=20070321075015AAnmdXD,396547122,Pain & Pain Management,396545018,Health,B3NBbTzGaa,3,df012b03f97c3c54d08ca526183fd76caa,1175328203
20100331171332AAkc88h,Answered,How to avoid a cold plus pain in my throat?,"Some people told me to eat onions or garlic, drink pomegranate tea? Can you help me with some tips or home remedies?  Thanks! ",3/31/10 17:13,1270055612,http://answers.yahoo.com/question/?qid=20100331171332AAkc88h,396545386,Infectious Diseases,396545018,Health,AdJpVGjSaa,1,mlDPBmYVaa,1270920830
20080910114739AAGNajk,Answered,How do you wake feeling refreshed?,"Ok, I am not a morning person, I wasn't too bad when I was younger, but as I am getting older, I find it harder to wake feeling refreshed. I am sore and cannot shake the tired feeling. Of course after my coffee and about 3 hours later, I am better, but not refreshed. For those who wake up singing in the morning....what is your secret? ",9/10/08 11:47,1221047259,http://answers.yahoo.com/question/?qid=20080910114739AAGNajk,396546500,Other - General Health Care,396545018,Health,sPVJ8XZjaa,1,f4HIspseaa,1221993760
